曲名,サムネ用リンク,MVリンク,フル尺リンク,MV公開,3Dリンク,3Dリンク2,公開日,ユニット,歌唱,歌唱2,歌唱3,男女,外部,箱内カバー,全体曲,ライバー自身が制作（作曲・イラスト等）,備考,備考2,備考3,備考4,踊ろう！,振付リンク,振付リンク2,振付リンク3,オンラインライブ等で披露済,カラオケ（DAM）,カラオケ（JOYSOUND）,フィジカルCDリリース,デジタルリリース,サブスクリンク,独特なコーレス,3D配信リンク2,3D配信リンク3,メモ2,Shortsリンク,その他リンク,その他2,その他3,説明1,メモ3,BPM,疾走感,しっとり・チル,盛り上がる,熱い・パワフル,ワイルド・攻撃的,明るい・キラキラ,ハッピー・ポジティブ,ポップな,可愛い,爽やか,透明感,セクシー・色気がある,クール・かっこいい,オシャレ・スタイリッシュ,シリアス・ダーク,アンニュイ・ネガティブ,神秘的・幻想的,壮大・ドラマチック,切ない・ノスタルジック,温かい・優しい,エモーショナル,クセが強い・ユニーク,個数,25↑,最大値,平均,確認用,
Virtual to LIVE,https://youtu.be/zPMWAj54Seg?si=7-b7NM4wiDLquPY9,https://youtu.be/zPMWAj54Seg?si=7-b7NM4wiDLquPY9,,TRUE,,,2019/08/20,にじさんじ,月ノ美兎、静凛、樋口楓、える、森中花咲、剣持刀也、シスタークレア、ドーラ、緑仙、本間ひまわり、鷹宮リオン、ジョー・力一,,,男女混合,FALSE,FALSE,TRUE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,https://linkco.re/AYNXHSSZ?lang=ja,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
イツライ,https://youtu.be/sH5MVf7o_NQ?si=ISqmj18YvrYGWSLM,https://youtu.be/sH5MVf7o_NQ?si=ISqmj18YvrYGWSLM,,TRUE,,,2020/03/25,,緑仙,,,"男性ソロ, 女性ソロ",FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,FALSE,FALSE,FALSE,TRUE,https://linkco.re/R5qa6yAd,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
浮世の演舞,https://youtu.be/3mTTZuvhdHI?si=3CYIwPcdi0OKiYuq,https://youtu.be/3mTTZuvhdHI?si=3CYIwPcdi0OKiYuq,,TRUE,https://youtu.be/YhHoxoycFg8?si=kuo6VwjReHaVx3Il,,2020/04/04,VΔLZ,長尾景、弦月藤士郎、甲斐田晴,,,男性ユニット,FALSE,FALSE,FALSE,TRUE,作詞：VΔLZ,作曲・編曲：弦月藤士郎,,,FALSE,,,,,TRUE,TRUE,FALSE,FALSE,,FALSE,,,,,https://www.youtube.com/live/7K0ouzmSCSE?si=HwqeI_kG8hAVbRoP&t=1848,,,VΔLZの出身地『桜魔帝国』を表すような和風エレクトロな雰囲気の楽曲。初配信時にリレーお披露目された。,VS,128,,,,10,,,,,,,,,30,25,25,,,10,,,,,5,3,30,20,100,
てあらいうがいの歌,https://youtu.be/v6kxNhlDhBg?si=ir3-nDlfwEgZV00D,https://youtu.be/v6kxNhlDhBg?si=ir3-nDlfwEgZV00D,,TRUE,,,2020/06/07,,名取さな、健屋花那,,,女性ユニット,TRUE,FALSE,FALSE,TRUE,作詞：弦月藤士郎、健屋花那,作曲：弦月藤士郎,,,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
L♡ファンファーレ,https://youtu.be/Iv_yUMO6PaA?si=A1cQifasOPvL_wni,https://youtu.be/Iv_yUMO6PaA?si=A1cQifasOPvL_wni,,TRUE,,,2020/09/01,▽▲TRiNITY▲▽,鷹宮リオン、葉加瀬冬雪、フレン・E・ルスタリオ,,,女性ユニット,FALSE,FALSE,FALSE,TRUE,作詞：▽▲TRiNITY▲▽,作曲：弦月藤士郎,,,FALSE,,,,,TRUE,TRUE,FALSE,TRUE,https://linkco.re/85fqz0mB,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
into reality,https://www.youtube.com/watch?v=BR-aIzE3QI0,https://www.youtube.com/watch?v=BR-aIzE3QI0,,TRUE,,,2020/09/13,NIJISANJI ID,タカ・ラジマン、ゼア・コルネリア、ハナ・マキア、ライ・ガリレイ、アミシア・ミシェラ、ミユ・オッタフィア、リクサ・ディレンドラ、アズラ・セシリア、ナラ・ハラマウン、ライラ・アルストロエメリア、エトナ・クリムソン、ボンニフィエール・プラナジャ、シスカ・レオンタイン,,,男女混合,FALSE,FALSE,TRUE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,FALSE,TRUE,https://linkco.re/PvpCUz8X,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
マヨナカヨナカ,https://youtu.be/bGqICKcQFA8?si=nruZcxEfqumrIi6T,https://youtu.be/bGqICKcQFA8?si=nruZcxEfqumrIi6T,,TRUE,,,2020/11/02,,弦月藤士郎,,,男性ソロ,FALSE,FALSE,FALSE,TRUE,音楽：弦月藤士郎,,,,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
神様の願いを叶えた歌,https://youtu.be/kT_Jg-v6hAo?si=Wi0Uo2NEtrbJ4NcK,https://youtu.be/kT_Jg-v6hAo?si=Wi0Uo2NEtrbJ4NcK,,TRUE,,,2020/12/14,,長尾景,,,男性ソロ,FALSE,FALSE,FALSE,TRUE,作詞（作マロ）：長尾景、リスナー、神田笑一,作曲・MIX・オケ制作：弦月藤士郎,Special Thanks：フミ,,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
＼ちょっと男子ィ！／,https://youtu.be/lh9_npg5DgY?si=_i1eapF3I5DOtyPo,,,FALSE,,,2021/03/03,,弦月藤士郎,,,男性ソロ,FALSE,FALSE,FALSE,TRUE,音楽・動画：弦月藤士郎,,,,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
全力ブーメラン,https://youtu.be/T6VAQxRd4KA?si=6uJtlniVb161Lboi,https://youtu.be/T6VAQxRd4KA?si=6uJtlniVb161Lboi,,TRUE,https://youtu.be/mihCKiivDHE?si=y0t3YtZEbXTTDPg9,,2021/04/01,こじらせハラスメント,緑仙、相羽ういは、弦月藤士郎,,,男女混合,FALSE,FALSE,FALSE,TRUE,作詞・作曲：弦月藤士郎,,,,FALSE,,,,,TRUE,TRUE,FALSE,TRUE,https://linkco.re/UtCyTfc6,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
sink,https://youtu.be/NWjsuM5Zfpo?si=IK-OLwQDJllKKWX8,https://youtu.be/NWjsuM5Zfpo?si=IK-OLwQDJllKKWX8,,TRUE,,,2021/05/20,,弦月藤士郎,,,男性ソロ,FALSE,FALSE,FALSE,TRUE,音楽：弦月藤士郎,MIX：甲斐田晴,,,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
ネコガネコロンダー,https://youtu.be/0r11N83SLSE?si=GldN-ZeKwtDUkobq,,,FALSE,,,2021/07/26,,弦月藤士郎,,,男性ソロ,FALSE,FALSE,FALSE,TRUE,作詞・作曲：弦月藤士郎,,,,TRUE,https://youtu.be/2fXH_PZs5Fs?si=63HMld7wzZP0lJTR,,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
genzai.mp4,https://youtu.be/BmR_7uVclVE?si=Q0phcr69v5XfDLKk,,,FALSE,,,2021/07/31,,弦月藤士郎,,,男性ソロ,FALSE,FALSE,FALSE,TRUE,,,,,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
インターネットは最悪,https://youtu.be/vIwUCMqmgJg?si=dN19T_UTRIsj1CKf,https://youtu.be/vIwUCMqmgJg?si=dN19T_UTRIsj1CKf,,TRUE,https://youtu.be/LFygGmSF1zc?si=mcsqws4HdEM7rO81,,2021/10/09,こじらせハラスメント,緑仙、相羽ういは、弦月藤士郎,,,男女混合,FALSE,FALSE,FALSE,TRUE,作詞：こじらせハラスメント,作曲：弦月藤士郎,,,FALSE,,,,,TRUE,TRUE,FALSE,TRUE,https://linkco.re/UtCyTfc6,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
むじんとうのうた,https://youtu.be/2tOFX4gIEXY?si=6C0sZLaEQwbS2rlB&t=996,,,FALSE,,,2021/10/21,ROF-MAO,剣持刀也、加賀美ハヤト、不破湊、甲斐田晴,,,男性ユニット,FALSE,FALSE,FALSE,TRUE,作詞・作曲：甲斐田晴,,,,FALSE,,,,,TRUE,TRUE,TRUE,FALSE,,FALSE,,,,,https://youtu.be/2tOFX4gIEXY?si=6C0sZLaEQwbS2rlB,https://rof-mao.lnk.to/crack_upID,,,,112,,10,,,,,,,,15,,,,,,,,15,,,10,20,5,0,20,14,70,
どきどきドキュメント（ソロver）,https://youtu.be/T1ChQsYdHtM?si=O5BrfC54Dq6vhsgd,,,FALSE,,,2021/11/04,こじらせハラスメント,弦月藤士郎,,,男性ソロ,FALSE,FALSE,FALSE,TRUE,作詞・作曲：弦月藤士郎,振付：相羽ういは,,,TRUE,https://youtube.com/shorts/Q4EZFhK8JAA?si=-TXxQ_NSn05drAnf,https://vt.tiktok.com/ZS9HHu76k/,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
"New street, New world",https://youtu.be/ujRs5GpOkj0?si=LaVkHvq273Llfjon,https://youtu.be/ujRs5GpOkj0?si=LaVkHvq273Llfjon,,TRUE,,,2021/11/19,ROF-MAO,剣持刀也、加賀美ハヤト、不破湊、甲斐田晴,,,男性ユニット,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,https://rof-mao.lnk.to/crack_upID,FALSE,https://www.youtube.com/live/JZ3sYu1WDC8?si=89wHRZQvg3gRGnkR&t=2045,,,,,,,,,208,25,,5,30,,,,,,12.5,,,27.5,,,,,,,,,,5,3,30,20,100,
渋谷ナイトタクシー ～18350～,https://youtu.be/CAmhM3aypN0?si=dUVIm2TIerGTpDNK,https://youtu.be/CAmhM3aypN0?si=dUVIm2TIerGTpDNK,,TRUE,,,2021/12/24,こじらせハラスメント,緑仙、相羽ういは、弦月藤士郎,,,男女混合,FALSE,FALSE,FALSE,TRUE,作詞：こじらせハラスメント,作曲：弦月藤士郎,,,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
前進宣言,https://youtu.be/8h7r8HEnZBE?si=ccff4IKu86binoED,https://youtu.be/8h7r8HEnZBE?si=ccff4IKu86binoED,,TRUE,,,2022/01/28,ROF-MAO,剣持刀也、加賀美ハヤト、不破湊、甲斐田晴,,,男性ユニット,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,https://rof-mao.lnk.to/crack_upID,TRUE,,,,,,,,,,197,22.5,,20,30,,,,,,,,2.5,25,,,,,,,,,,5,2,30,20,100,
I wanna! You wanna!,https://youtu.be/UHIzGsYHic8?si=3zRZjpwM2aRMgytB,https://youtu.be/UHIzGsYHic8?si=3zRZjpwM2aRMgytB,,TRUE,,,2022/04/01,ROF-MAO,剣持刀也、加賀美ハヤト、不破湊、甲斐田晴,,,男性ユニット,FALSE,FALSE,FALSE,FALSE,,,,,TRUE,https://www.instagram.com/tv/Cga2gbelgmg/?igsh=MWFmMWh1MTI0YWt1Yw==,https://www.instagram.com/tv/CgbdibPFNx_/?igsh=dG9nYzlpaGczd3g=,,,TRUE,TRUE,TRUE,TRUE,https://rof-mao.lnk.to/crack_upID,FALSE,https://www.youtube.com/live/Ip0bQfyoqgs?si=ED0rW-PTmdgB1Hug&t=7724,,CDL,,,,https://youtu.be/BgMmvry2UE0?si=6eEujbuUvteLX6yW,,,152,,,30,,,,25,2.5,,7.5,,,17.5,17.5,,,,,,,,,6,2,30,16.66666667,100,
大切なお知らせ ,https://youtu.be/jju9Ice5-o0?si=ytyHx88jfLVZhp4f,https://youtu.be/jju9Ice5-o0?si=ytyHx88jfLVZhp4f,,TRUE,https://youtu.be/Y0Xoji2u1f4?si=2Tz2ePzbPeQSX-xV,https://youtu.be/oEc2PgZEkj4?si=crgZBmALMtIebtsb,2022/04/01,こじらせハラスメント feat.ジョー・力一,緑仙、相羽ういは、弦月藤士郎、ジョー・力一,,,男女混合,FALSE,FALSE,FALSE,TRUE,作詞・作曲：弦月藤士郎,,,,FALSE,,,,,FALSE,FALSE,FALSE,TRUE,https://linkco.re/UtCyTfc6,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
Let's Get The Party Started!,https://youtu.be/CQSQShagyEY?si=hZmU9Oi6l9ztRR-L,,,FALSE,,,2022/04/13,ROF-MAO,剣持刀也、加賀美ハヤト、不破湊、甲斐田晴,,,男性ユニット,FALSE,FALSE,FALSE,FALSE,,,,,TRUE,https://www.instagram.com/tv/CgdaYc7lrXV/?igsh=eXRraXVkOXh5Y29x,https://www.instagram.com/tv/CgeBJ5kFM3f/?igsh=OW8wZG5leXdkcmNj,,,TRUE,TRUE,TRUE,TRUE,https://rof-mao.lnk.to/crack_upID,FALSE,,,,,,,,,,126,,,25,,,,20,,,,,12.5,10,10,,,,,,,,22.5,6,1,25,16.66666667,100,
知っている手紙,https://youtu.be/XDwqCbA1cIU?si=DparkH6Ryhf8I_mv,https://youtu.be/XDwqCbA1cIU?si=DparkH6Ryhf8I_mv,,TRUE,,,2022/04/13,ROF-MAO,剣持刀也、加賀美ハヤト、不破湊、甲斐田晴,,,男性ユニット,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,https://rof-mao.lnk.to/crack_upID,FALSE,,,,,,,,,,138,,15,,,,,15,,,20,,,,,,,,,,30,20,,5,1,30,20,100,
ラックハック,https://youtu.be/p3SL-3518n8?si=Pg7_D1O2VWldabFf,,,FALSE,,,2022/04/13,ROF-MAO,剣持刀也、加賀美ハヤト、不破湊、甲斐田晴,,,男性ユニット,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,https://rof-mao.lnk.to/crack_upID,FALSE,https://www.youtube.com/live/qVylRMGabv8?si=mrE7J-ADNPplTvNF&t=2382,,,,,,,,,146,20,,,,,,,,,7.5,7.5,,30,35,,,,,,,,,5,2,35,20,100,
透明な心臓が泣いていた,https://youtu.be/mXtmU1Rmel8?si=QINM4nfRAgpJqVd0,https://youtu.be/mXtmU1Rmel8?si=QINM4nfRAgpJqVd0,,TRUE,,,2022/05/06,,甲斐田晴,,,男性ソロ,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,TRUE,TRUE,TRUE,FALSE,TRUE,https://linkco.re/qMXZnTAB,FALSE,https://www.youtube.com/live/fetc0Exwa8M?si=uV3i83ei-acK1nrq&t=3428,,3Dお披露目,,,,,,,185,5,,15,,,,,,,10,30,,,,,,,10,5,10,15,,8,1,30,12.5,100,
wanderland,https://youtu.be/oYbaP65wjes?si=lxvdxdJMF0HD9MAU,https://youtu.be/oYbaP65wjes?si=lxvdxdJMF0HD9MAU,,TRUE,,,2022/05/13,,弦月藤士郎,,,男性ソロ,FALSE,FALSE,FALSE,TRUE,作詞・作曲：弦月藤士郎,,,,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
【Cover】DONBURA KONBURA SPEAKERS,https://youtu.be/Wwon9qK-vpQ?si=4yT0wlc1NG9Fxq-l,https://youtu.be/Wwon9qK-vpQ?si=4yT0wlc1NG9Fxq-l,,FALSE,,,2022/06/24,VΔLZ,長尾景、弦月藤士郎、甲斐田晴,,,男性ユニット,FALSE,TRUE,FALSE,FALSE,原曲：Ranunculus,MIX：弦月藤士郎、甲斐田晴,企画：#にじ漢歌祭り ,,FALSE,,,,,TRUE,TRUE,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
Follow Your Heart,https://youtu.be/_x9yuEiI2Qk?si=Kgq-yNiL3ZLT8b1n,https://youtu.be/_x9yuEiI2Qk?si=Kgq-yNiL3ZLT8b1n,,TRUE,,,2022/07/01,ROF-MAO,加賀美ハヤト、甲斐田晴,,,男性ユニット,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,FALSE,TRUE,https://rof-mao.lnk.to/followID,FALSE,,,,,,,,,,135,,,,,,,30,30,,30,,,,,,,,,,10,,,4,3,30,25,100,
Shiny Sunny Step,https://youtu.be/r-KERqlFgNc?si=kB7XXaxU3qbD_g8f,https://youtu.be/r-KERqlFgNc?si=kB7XXaxU3qbD_g8f,,TRUE,,,2022/08/01,,甲斐田晴,,,男性ソロ,FALSE,FALSE,FALSE,TRUE,作詞：甲斐田晴,,,,FALSE,,,,TRUE,TRUE,TRUE,TRUE,TRUE,https://linkco.re/DBzS2BD0,FALSE,https://www.youtube.com/live/soxEueAbxnA?si=r0vRvGydkvCaX5hc&t=12011,,年越23,,,,,,,234,,,,,,,45,20,,10,,,,,,,,,,25,,,4,2,45,25,100,
【Cover】Virtual to LIVE（にじさんじ国際歌リレー企画2022）,https://youtu.be/B_FSf9q8Teo?si=o97btQcJJhHFLc7g,https://youtu.be/B_FSf9q8Teo?si=o97btQcJJhHFLc7g,,FALSE,,,2022/08/27,,緑仙、セフィナ、Petra Gurin、ナラ・ハラマウン、葉山舞鈴、竜胆尊、壱百満天原サロメ、神田笑一、レヴィ・エリファ、早瀬走、海妹四葉、鈴谷アキ、森中花咲、シスター・クレア、レイン・パターソン、フレン・E・ルスタリオ、鷹宮リオン、葉加瀬冬雪、周央サンゴ、朝日南アカネ、戌亥とこ、町田ちま、長尾景、弦月藤士郎、三枝明那、星川サラ、アンジュ・カトリーナ、ヤン・ナリ、ナ・セラ、ミン・スゥーハ、ガオン、タカ・ラジマン、ゼア・コルネリア、ミユ・オッタフィア、アミシア・ミシェラ、デレム・カド、ハナ・マキア、シア・エカフィラ、ライラ・アルストロエメリア、レザ・アファンルナ、Yugo Asuma、Pomu Rainpuff、Elira Pendora、Millie Parfait、Enna Alouette、Reimu Endou、Shu Yamino、Uki Violeta,,,男女混合,FALSE,TRUE,TRUE,FALSE,企画：にじさんじ国際歌リレー企画（#NIJIMelodyTime）,,,,FALSE,,,,,TRUE,TRUE,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
【Cover】Wonder NeverLand（にじさんじ国際歌リレー企画2022）,https://youtu.be/2MwF6ou6TT8?si=DcOVxezl_1VGLkvp,https://youtu.be/2MwF6ou6TT8?si=DcOVxezl_1VGLkvp,,FALSE,,,2022/08/28,,緑仙、セフィナ、Petra Gurin、ナラ・ハラマウン、葉山舞鈴、竜胆尊、壱百満天原サロメ、神田笑一、レヴィ・エリファ、早瀬走、海妹四葉、鈴谷アキ、森中花咲、シスター・クレア、レイン・パターソン、フレン・E・ルスタリオ、鷹宮リオン、葉加瀬冬雪、周央サンゴ、朝日南アカネ、戌亥とこ、町田ちま、長尾景、弦月藤士郎、三枝明那、星川サラ、アンジュ・カトリーナ、ヤン・ナリ、ナ・セラ、ミン・スゥーハ、ガオン、タカ・ラジマン、ゼア・コルネリア、ミユ・オッタフィア、アミシア・ミシェラ、デレム・カド、ハナ・マキア、シア・エカフィラ、ライラ・アルストロエメリア、レザ・アファンルナ、Yugo Asuma、Pomu Rainpuff、Elira Pendora、Millie Parfait、Enna Alouette、Reimu Endou、Shu Yamino、Uki Violeta,,,男女混合,FALSE,TRUE,TRUE,FALSE,企画：にじさんじ国際歌リレー企画（#NIJIMelodyTime）,,,,FALSE,,,,,TRUE,TRUE,FALSE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
パパンパ！Blue Summer Days,https://youtu.be/JrAEiCq5y7w?si=I8FTQiBc0gM_Zhhz,https://youtu.be/JrAEiCq5y7w?si=I8FTQiBc0gM_Zhhz,,TRUE,,,2022/08/31,,甲斐田晴,,,男性ソロ,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,FALSE,TRUE,TRUE,FALSE,TRUE,https://linkco.re/7yCdFcFy,TRUE,,,,,,,,,,186,25,,35,,,,27.5,,,10,,,,,,,,,,,,2.5,5,3,35,20,100,
一撃,https://youtu.be/fc96asHhF8k?si=fZg5rzUCe4WWr5Uh,,,TRUE,https://youtu.be/fc96asHhF8k?si=fZg5rzUCe4WWr5Uh,,2022/10/02,ROF-MAO,剣持刀也、加賀美ハヤト、不破湊、甲斐田晴,,,男性ユニット,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,https://rof-mao.lnk.to/overflowID,FALSE,https://www.youtube.com/live/qVylRMGabv8?si=7eP7KhyWh9BOd5aj&t=2140,https://www.youtube.com/live/JZ3sYu1WDC8?si=KxHRpRkMqwfjDQWM&t=2673,,,,,,,,142,,,20,40,,,,,,,,,40,,,,,,,,,,3,2,40,33.33333333,100,
ぼくのヒーロー,https://youtu.be/xI5sCTYyl1s?si=hvqmutwuoF7s7dio,,,FALSE,,,2022/10/26,,甲斐田晴,,,男性ソロ,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,https://linkco.re/DBzS2BD0,FALSE,,,,,,,,,,77,,25,,,,,,,,,2.5,,,,5,,,,30,27.5,10,,6,3,30,16.66666667,100,
cycle,https://youtu.be/7yBiijUd4xM?si=j_Mq_yB_fiVka19f,,,FALSE,,,2022/10/26,,甲斐田晴,,,男性ソロ,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,https://linkco.re/DBzS2BD0,FALSE,,,,,,,,,,130,,5,,,,,,,,,,5,25,15,40,,,,,,10,,6,2,40,16.66666667,100,
パラレルノー細胞,https://youtu.be/NnCZbTATu30?si=d7kZYLPH07FZUMfF,,,FALSE,,,2022/10/26,,甲斐田晴,,,男性ソロ,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,https://linkco.re/DBzS2BD0,TRUE,https://www.youtube.com/live/qdQtHY34W08?si=UgsTSJzGXlg4vYfi&t=1713,,5周年演奏,,,,,,,160,10,,25,15,30,,,,,,,,20,,,,,,,,,,5,2,30,20,100,
清風,https://youtu.be/Ly8_v8iKfwo?si=xJN8WW-EsML4svE7,,,FALSE,,,2022/10/26,,甲斐田晴,,,男性ソロ,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,https://linkco.re/DBzS2BD0,FALSE,,,,,,,,,,172,5,,,,,,10,,,35,30,,,,,,,,,20,,,5,2,35,20,100,
UNSEEN TREASURES,https://youtu.be/18H9NQWKT44?si=ydT4YIPvVjkpvRie,https://youtu.be/18H9NQWKT44?si=ydT4YIPvVjkpvRie,,TRUE,,,2022/10/26,,甲斐田晴,,,男性ソロ,FALSE,FALSE,FALSE,TRUE,作詞：甲斐田晴,作曲：甲斐田晴、PHYZ,,,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,https://linkco.re/DBzS2BD0,TRUE,,,,,,,,,,140,,,,,,,35,,,35,,,,,,,,,,20,10,,4,2,35,25,100,
秘密のショコラ,https://youtu.be/IK5bg3xh5Vw?si=5S-Vl6MJhQzcBl8y,https://youtu.be/IK5bg3xh5Vw?si=5S-Vl6MJhQzcBl8y,,TRUE,https://youtu.be/mvrp_m9syGw?si=8OVKns7MayYJEhXj,,2023/02/14,こじらせハラスメント,緑仙、相羽ういは、弦月藤士郎,,,男女混合,FALSE,FALSE,FALSE,TRUE,作詞・作曲：弦月藤士郎,,,,FALSE,,,,,FALSE,FALSE,FALSE,TRUE,https://linkco.re/UtCyTfc6,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
前向きフェニックス,https://youtu.be/Ptwg1EUJfdU?si=JYxVgpF1MVVkGWMQ&t=702,,,FALSE,,,2023/02/23,ROF-MAO,加賀美ハヤト,,,男性ソロ,FALSE,FALSE,FALSE,TRUE,作詞：剣持刀也、不破湊、甲斐田晴,作曲：甲斐田晴,,,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,TRUE,,,,https://youtube.com/shorts/X0MJumKh1ZE?si=1RUwq1a5RuMrDH5p,https://youtu.be/Ptwg1EUJfdU?si=JYxVgpF1MVVkGWMQ&t=702,,,,,160,,,20,20,,,10,,,,,,,,,,,,,,,20,4,0,20,17.5,70,
クレマチスの祈り,https://youtu.be/TSpr0eUZ9nw?si=Skcog83_Vh069Sss,,,FALSE,,,2023/03/22,,長尾景,,,男性ソロ,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,https://nex-tone.link/A00115850,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
Universe,https://youtu.be/5D13FEMxVtA?si=FeeWYvtyoxPFbOE9,,,FALSE,,,2023/03/22,,長尾景,,,男性ソロ,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,https://nex-tone.link/A00115849,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,#DIV/0!,0,
何色,https://youtu.be/nZxaIPSY_Ks?si=PrUxj6PEIVD57aj5,https://www.youtube.com/watch?v=nZxaIPSY_Ks,,TRUE,,,2023/04/03,,甲斐田晴,,,男性ソロ,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,https://linkco.re/QZH1qXqY,FALSE,,,,,,,,,,130,,10,,,,,,,,,45,,,,,,,15,,20,10,,5,1,45,20,100,
ウィーアーポップスター,https://youtu.be/5Yx8dWKiISE?si=DBEl2DBncVI-rDOk,https://youtu.be/5Yx8dWKiISE?si=DBEl2DBncVI-rDOk,,TRUE,,,2023/04/21,ROF-MAO,剣持刀也、加賀美ハヤト、不破湊、甲斐田晴,,,男性ユニット,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,,,,,TRUE,TRUE,TRUE,TRUE,https://rof-mao.lnk.to/overflowID,TRUE,https://www.youtube.com/live/qVylRMGabv8?si=wzBXNsxTBrZVGb8g&t=1925,,,,,,,,,194,,,22.5,,,,25,25,,,,,2.5,,,,,,,,,25,5,3,25,20,100,
